"TimeWindow","Topic","Discipline","Weight"
"2006_2012","23","Immunology",6
"2006_2012","23","Infectious Diseases",1
"2006_2012","23","Information Science & Library Science",1
"2006_2012","23","International Relations",1
"2006_2012","23","Life Sciences & Biomedicine - Other Topics",8
"2006_2012","23","Limnology",3
"2006_2012","23","Marine & Freshwater Biology",24
"2006_2012","23","Mathematical & Computational Biology",3
"2006_2012","23","Medicine, Research & Experimental",1
"2006_2012","23","Meteorology & Atmospheric Sciences",2
"2006_2012","23","Microbiology",37
"2006_2012","23","Multidisciplinary Sciences",4
"2006_2012","23","Mycology",5
"2006_2012","23","Neurosciences",1
"2006_2012","23","Oceanography",10
"2006_2012","23","Ornithology",3
"2006_2012","23","Paleontology",4
"2006_2012","23","Parasitology",9
"2006_2012","23","Pharmacology & Pharmacy",2
"2006_2012","23","Physical Geography",14
"2006_2012","23","Physiology",1
"2006_2012","23","Plant Sciences",38
"2006_2012","23","Psychiatry",1
"2006_2012","23","Psychology",1
"2006_2012","23","Public, Environmental & Occupational Health",1
"2006_2012","23","Remote Sensing",4
"2006_2012","23","Research & Experimental Medicine",1
"2006_2012","23","Science & Technology - Other Topics",4
"2006_2012","23","Soil Science",3
"2006_2012","23","Toxicology",1
"2006_2012","23","Tropical Medicine",3
"2006_2012","23","Urban Studies",3
"2006_2012","23","Veterinary Sciences",1
"2006_2012","23","Virology",3
"2006_2012","23","Water Resources",8
"2006_2012","23","Zoology",16
"1990_1995","24","Agriculture",3
"1990_1995","24","Anthropology",1
"1990_1995","24","Behavioral Sciences",1
"1990_1995","24","Biochemistry & Molecular Biology",6
"1990_1995","24","Biodiversity Conservation",3
"1990_1995","24","Biology",3
"1990_1995","24","Biotechnology & Applied Microbiology",1
"1990_1995","24","Cell Biology",1
"1990_1995","24","Chemistry",1
"1990_1995","24","Ecology",27
"1990_1995","24","Entomology",2
"1990_1995","24","Evolutionary Biology",11
"1990_1995","24","Fisheries",1
"1990_1995","24","Forestry",5
"1990_1995","24","Genetics & Heredity",7
"1990_1995","24","Geography",5
"1990_1995","24","Geology",2
"1990_1995","24","Geosciences, Multidisciplinary",2
"1990_1995","24","Immunology",2
"1990_1995","24","Infectious Diseases",1
"1990_1995","24","Life Sciences & Biomedicine - Other Topics",3
"1990_1995","24","Limnology",1
"1990_1995","24","Marine & Freshwater Biology",11
"1990_1995","24","Microbiology",1
"1990_1995","24","Multidisciplinary Sciences",4
"1990_1995","24","Mycology",1
"1990_1995","24","Neurosciences",1
"1990_1995","24","Oceanography",1
"1990_1995","24","Ornithology",1
"1990_1995","24","Paleontology",1
"1990_1995","24","Physical Geography",5
"1990_1995","24","Physiology",1
"1990_1995","24","Plant Sciences",9
"1990_1995","24","Public, Environmental & Occupational Health",1
"1990_1995","24","Science & Technology - Other Topics",4
"1990_1995","24","Soil Science",1
"1990_1995","24","Virology",3
"1990_1995","24","Zoology",6
"1996_2000","24","Agriculture",4
"1996_2000","24","Agronomy",1
"1996_2000","24","Anthropology",1
"1996_2000","24","Biochemistry & Molecular Biology",15
"1996_2000","24","Biodiversity Conservation",19
"1996_2000","24","Biology",7
"1996_2000","24","Biophysics",1
"1996_2000","24","Biotechnology & Applied Microbiology",1
"1996_2000","24","Cell Biology",1
"1996_2000","24","Ecology",73
"1996_2000","24","Entomology",6
"1996_2000","24","Evolutionary Biology",26
"1996_2000","24","Fisheries",7
"1996_2000","24","Forestry",7
"1996_2000","24","Genetics & Heredity",20
"1996_2000","24","Geography",6
"1996_2000","24","Geology",3
"1996_2000","24","Geosciences, Multidisciplinary",1
"1996_2000","24","Immunology",3
"1996_2000","24","Life Sciences & Biomedicine - Other Topics",7
"1996_2000","24","Limnology",2
"1996_2000","24","Marine & Freshwater Biology",15
"1996_2000","24","Meteorology & Atmospheric Sciences",1
"1996_2000","24","Microbiology",3
"1996_2000","24","Multidisciplinary Sciences",4
"1996_2000","24","Mycology",2
"1996_2000","24","Neurosciences",1
"1996_2000","24","Oceanography",4
"1996_2000","24","Ornithology",2
"1996_2000","24","Paleontology",5
"1996_2000","24","Parasitology",2
"1996_2000","24","Pharmacology & Pharmacy",1
"1996_2000","24","Physical Geography",6
"1996_2000","24","Physiology",1
"1996_2000","24","Plant Sciences",29
"1996_2000","24","Public, Environmental & Occupational Health",1
"1996_2000","24","Science & Technology - Other Topics",4
"1996_2000","24","Soil Science",2
"1996_2000","24","Tropical Medicine",1
"1996_2000","24","Virology",3
"1996_2000","24","Zoology",13
"2001_2005","24","Agriculture",9
"2001_2005","24","Agronomy",6
"2001_2005","24","Anatomy & Morphology",1
"2001_2005","24","Anthropology",6
"2001_2005","24","Behavioral Sciences",1
"2001_2005","24","Biochemical Research Methods",3
"2001_2005","24","Biochemistry & Molecular Biology",33
"2001_2005","24","Biodiversity Conservation",44
"2001_2005","24","Biology",8
"2001_2005","24","Biotechnology & Applied Microbiology",7
"2001_2005","24","Cell Biology",3
"2001_2005","24","Chemistry",2
"2001_2005","24","Computer Science",2
"2001_2005","24","Ecology",162
"2001_2005","24","Endocrinology & Metabolism",1
"2001_2005","24","Engineering",1
"2001_2005","24","Entomology",6
"2001_2005","24","Environmental Studies",3
"2001_2005","24","Evolutionary Biology",56
"2001_2005","24","Fisheries",7
"2001_2005","24","Forestry",23
"2001_2005","24","Genetics & Heredity",35
"2001_2005","24","Geography",9
"2001_2005","24","Geology",7
"2001_2005","24","Geosciences, Multidisciplinary",6
"2001_2005","24","Horticulture",2
"2001_2005","24","Immunology",6
"2001_2005","24","Infectious Diseases",3
"2001_2005","24","Information Science & Library Science",1
"2001_2005","24","Integrative & Complementary Medicine",1
"2001_2005","24","Life Sciences & Biomedicine - Other Topics",8
"2001_2005","24","Limnology",3
"2001_2005","24","Marine & Freshwater Biology",29
"2001_2005","24","Materials Science",1
"2001_2005","24","Mathematics",1
"2001_2005","24","Medicine, Research & Experimental",2
"2001_2005","24","Meteorology & Atmospheric Sciences",1
"2001_2005","24","Microbiology",14
"2001_2005","24","Multidisciplinary Sciences",10
"2001_2005","24","Mycology",7
"2001_2005","24","Oceanography",7
"2001_2005","24","Ornithology",4
"2001_2005","24","Paleontology",4
"2001_2005","24","Parasitology",2
"2001_2005","24","Pathology",2
"2001_2005","24","Pharmacology & Pharmacy",1
"2001_2005","24","Physical Geography",9
"2001_2005","24","Physiology",1
"2001_2005","24","Plant Sciences",43
"2001_2005","24","Research & Experimental Medicine",2
"2001_2005","24","Science & Technology - Other Topics",10
"2001_2005","24","Sociology",3
"2001_2005","24","Soil Science",1
"2001_2005","24","Statistics & Probability",1
"2001_2005","24","Virology",7
"2001_2005","24","Water Resources",1
"2001_2005","24","Zoology",29
"2006_2012","24","Agriculture",50
"2006_2012","24","Agronomy",26
"2006_2012","24","Allergy",1
"2006_2012","24","Anatomy & Morphology",5
"2006_2012","24","Anthropology",12
"2006_2012","24","Archaeology",2
"2006_2012","24","Astronomy & Astrophysics",1
"2006_2012","24","Automation & Control Systems",3
"2006_2012","24","Behavioral Sciences",8
"2006_2012","24","Biochemical Research Methods",8
"2006_2012","24","Biochemistry & Molecular Biology",171
"2006_2012","24","Biodiversity Conservation",216
"2006_2012","24","Biology",79
"2006_2012","24","Biophysics",8
"2006_2012","24","Biotechnology & Applied Microbiology",81
"2006_2012","24","Business",6
"2006_2012","24","Cell Biology",9
"2006_2012","24","Chemistry",19
"2006_2012","24","Computer Science",27
"2006_2012","24","Construction & Building Technology",1
"2006_2012","24","Dentistry, Oral Surgery & Medicine",1
"2006_2012","24","Developmental Biology",6
"2006_2012","24","Ecology",771
"2006_2012","24","Economics",5
"2006_2012","24","Education",1
"2006_2012","24","Endocrinology & Metabolism",1
"2006_2012","24","Engineering",20
"2006_2012","24","Entomology",91
"2006_2012","24","Environmental Studies",22
"2006_2012","24","Evolutionary Biology",248
"2006_2012","24","Fisheries",56
"2006_2012","24","Food Science & Technology",15
"2006_2012","24","Forestry",115
"2006_2012","24","Gastroenterology & Hepatology",2
"2006_2012","24","Genetics & Heredity",173
"2006_2012","24","Geography",54
"2006_2012","24","Geology",37
"2006_2012","24","Geosciences, Multidisciplinary",33
"2006_2012","24","History",2
"2006_2012","24","Horticulture",10
"2006_2012","24","Imaging Science & Photographic Technology",5
"2006_2012","24","Immunology",24
"2006_2012","24","Infectious Diseases",17
"2006_2012","24","Information Science & Library Science",1
"2006_2012","24","Life Sciences & Biomedicine - Other Topics",79
"2006_2012","24","Limnology",18
"2006_2012","24","Management",1
"2006_2012","24","Marine & Freshwater Biology",190
"2006_2012","24","Materials Science",5
"2006_2012","24","Mathematical & Computational Biology",9
"2006_2012","24","Mathematics",5
"2006_2012","24","Mechanics",1
"2006_2012","24","Medical Subscience",1
"2006_2012","24","Meteorology & Atmospheric Sciences",6
"2006_2012","24","Microbiology",145
"2006_2012","24","Multidisciplinary Sciences",41
"2006_2012","24","Mycology",18
"2006_2012","24","Nanoscience & Nanotechnology",1
"2006_2012","24","Neurosciences",5
"2006_2012","24","Nutrition & Dietetics",1
"2006_2012","24","Obstetrics & Gynecology",1
"2006_2012","24","Oceanography",34
"2006_2012","24","Oncology",2
"2006_2012","24","Operations Research & Management Science",1
"2006_2012","24","Ornithology",33
"2006_2012","24","Paleontology",19
"2006_2012","24","Parasitology",25
"2006_2012","24","Pathology",1
"2006_2012","24","Pharmacology & Pharmacy",4
"2006_2012","24","Physical Geography",51
"2006_2012","24","Physiology",3
"2006_2012","24","Plant Sciences",198
"2006_2012","24","Psychiatry",1
"2006_2012","24","Psychology",1
"2006_2012","24","Public, Environmental & Occupational Health",1
"2006_2012","24","Remote Sensing",4
"2006_2012","24","Reproductive Biology",2
"2006_2012","24","Science & Technology - Other Topics",42
"2006_2012","24","Social Sciences",1
"2006_2012","24","Sociology",3
"2006_2012","24","Soil Science",12
"2006_2012","24","Statistics & Probability",1
"2006_2012","24","Telecommunications",2
"2006_2012","24","Toxicology",5
"2006_2012","24","Tropical Medicine",5
"2006_2012","24","Urban Studies",7
"2006_2012","24","Veterinary Sciences",6
"2006_2012","24","Virology",35
"2006_2012","24","Water Resources",14
"2006_2012","24","Zoology",181
"1990_1995","25","Agriculture",14
"1990_1995","25","Agronomy",11
"1990_1995","25","Anatomy & Morphology",2
"1990_1995","25","Anthropology",1
"1990_1995","25","Biochemical Research Methods",2
"1990_1995","25","Biochemistry & Molecular Biology",8
"1990_1995","25","Biodiversity Conservation",14
"1990_1995","25","Biology",6
"1990_1995","25","Biophysics",1
"1990_1995","25","Biotechnology & Applied Microbiology",6
"1990_1995","25","Business",1
"1990_1995","25","Cell Biology",3
"1990_1995","25","Chemistry",4
"1990_1995","25","Computer Science",3
"1990_1995","25","Dentistry, Oral Surgery & Medicine",1
"1990_1995","25","Developmental Biology",1
"1990_1995","25","Ecology",48
"1990_1995","25","Economics",1
"1990_1995","25","Engineering",4
"1990_1995","25","Entomology",3
"1990_1995","25","Environmental Studies",4
"1990_1995","25","Ethics",1
"1990_1995","25","Evolutionary Biology",19
"1990_1995","25","Fisheries",4
"1990_1995","25","Forestry",10
"1990_1995","25","Genetics & Heredity",21
"1990_1995","25","Geography",9
"1990_1995","25","Geology",8
"1990_1995","25","Geosciences, Multidisciplinary",8
"1990_1995","25","Horticulture",5
"1990_1995","25","Imaging Science & Photographic Technology",1
"1990_1995","25","Immunology",2
"1990_1995","25","Infectious Diseases",2
"1990_1995","25","Life Sciences & Biomedicine - Other Topics",6
"1990_1995","25","Limnology",2
"1990_1995","25","Marine & Freshwater Biology",27
"1990_1995","25","Mathematics",2
"1990_1995","25","Medical Subscience",2
"1990_1995","25","Meteorology & Atmospheric Sciences",2
"1990_1995","25","Microbiology",10
"1990_1995","25","Microscopy",1
"1990_1995","25","Multidisciplinary Sciences",4
"1990_1995","25","Neurosciences",4
"1990_1995","25","Oceanography",6
"1990_1995","25","Paleontology",13
"1990_1995","25","Parasitology",2
"1990_1995","25","Pharmacology & Pharmacy",1
"1990_1995","25","Physical Geography",9
"1990_1995","25","Physics",1
"1990_1995","25","Physiology",2
"1990_1995","25","Plant Sciences",31
"1990_1995","25","Psychology",1
"1990_1995","25","Public, Environmental & Occupational Health",1
"1990_1995","25","Remote Sensing",1
"1990_1995","25","Reproductive Biology",2
"1990_1995","25","Science & Technology - Other Topics",4
"1990_1995","25","Social Sciences",1
"1990_1995","25","Soil Science",2
"1990_1995","25","Urban Studies",1
"1990_1995","25","Veterinary Sciences",1
"1990_1995","25","Virology",1
"1990_1995","25","Water Resources",2
"1990_1995","25","Zoology",16
"1996_2000","25","Agriculture",59
"1996_2000","25","Agronomy",39
"1996_2000","25","Anatomy & Morphology",2
"1996_2000","25","Anthropology",5
"1996_2000","25","Automation & Control Systems",2
"1996_2000","25","Behavioral Sciences",5
"1996_2000","25","Biochemical Research Methods",2
"1996_2000","25","Biochemistry & Molecular Biology",31
"1996_2000","25","Biodiversity Conservation",81
"1996_2000","25","Biology",28
"1996_2000","25","Biophysics",1
"1996_2000","25","Biotechnology & Applied Microbiology",29
"1996_2000","25","Business",1
"1996_2000","25","Cell Biology",6
"1996_2000","25","Chemistry",10
"1996_2000","25","Computer Science",6
"1996_2000","25","Ecology",243
"1996_2000","25","Economics",1
"1996_2000","25","Education",1
"1996_2000","25","Energy & Fuels",2
"1996_2000","25","Engineering",16
"1996_2000","25","Entomology",14
"1996_2000","25","Environmental Studies",12
"1996_2000","25","Ethics",1
"1996_2000","25","Evolutionary Biology",33
"1996_2000","25","Fisheries",24
"1996_2000","25","Food Science & Technology",5
"1996_2000","25","Forestry",50
"1996_2000","25","Genetics & Heredity",53
"1996_2000","25","Geochemistry & Geophysics",1
"1996_2000","25","Geography",34
"1996_2000","25","Geology",33
"1996_2000","25","Geosciences, Multidisciplinary",29
"1996_2000","25","Hematology",1
"1996_2000","25","Horticulture",23
"1996_2000","25","Imaging Science & Photographic Technology",2
"1996_2000","25","Immunology",6
"1996_2000","25","Infectious Diseases",9
"1996_2000","25","Instruments & Instrumentation",1
"1996_2000","25","Integrative & Complementary Medicine",1
"1996_2000","25","Legal Medicine",1
"1996_2000","25","Life Sciences & Biomedicine - Other Topics",28
"1996_2000","25","Limnology",9
"1996_2000","25","Marine & Freshwater Biology",84
"1996_2000","25","Materials Science",1
"1996_2000","25","Mathematical & Computational Biology",3
"1996_2000","25","Mathematics",4
"1996_2000","25","Medical Subscience",1
"1996_2000","25","Medicine, Legal",1
"1996_2000","25","Medicine, Research & Experimental",1
"1996_2000","25","Meteorology & Atmospheric Sciences",3
"1996_2000","25","Microbiology",42
"1996_2000","25","Mining & Mineral Processing",2
"1996_2000","25","Multidisciplinary Sciences",12
"1996_2000","25","Mycology",5
"1996_2000","25","Neurosciences",2
"1996_2000","25","Oceanography",28
"1996_2000","25","Oncology",3
"1996_2000","25","Operations Research & Management Science",1
"1996_2000","25","Ornithology",4
"1996_2000","25","Paleontology",29
"1996_2000","25","Parasitology",9
"1996_2000","25","Pathology",2
"1996_2000","25","Pharmacology & Pharmacy",4
"1996_2000","25","Physical Geography",32
"1996_2000","25","Physiology",4
"1996_2000","25","Plant Sciences",96
"1996_2000","25","Psychology",2
"1996_2000","25","Public, Environmental & Occupational Health",6
"1996_2000","25","Remote Sensing",3
"1996_2000","25","Reproductive Biology",4
"1996_2000","25","Research & Experimental Medicine",1
"1996_2000","25","Science & Technology - Other Topics",12
"1996_2000","25","Social Sciences",1
"1996_2000","25","Soil Science",4
"1996_2000","25","Statistics & Probability",4
"1996_2000","25","Toxicology",7
"1996_2000","25","Tropical Medicine",3
"1996_2000","25","Urban Studies",5
"1996_2000","25","Veterinary Sciences",9
"1996_2000","25","Virology",3
"1996_2000","25","Water Resources",9
"1996_2000","25","Zoology",53
"2001_2005","25","Agriculture",16
"2001_2005","25","Agronomy",8
"2001_2005","25","Anthropology",2
"2001_2005","25","Archaeology",1
"2001_2005","25","Behavioral Sciences",2
"2001_2005","25","Biochemical Research Methods",2
"2001_2005","25","Biochemistry & Molecular Biology",15
"2001_2005","25","Biodiversity Conservation",27
"2001_2005","25","Biology",5
"2001_2005","25","Biotechnology & Applied Microbiology",8
"2001_2005","25","Cell Biology",1
"2001_2005","25","Chemistry",4
"2001_2005","25","Computer Science",2
"2001_2005","25","Developmental Biology",1
"2001_2005","25","Ecology",95
"2001_2005","25","Engineering",4
"2001_2005","25","Entomology",2
"2001_2005","25","Environmental Studies",7
"2001_2005","25","Evolutionary Biology",17
"2001_2005","25","Fisheries",17
"2001_2005","25","Food Science & Technology",4
"2001_2005","25","Forestry",31
"2001_2005","25","Genetics & Heredity",14
"2001_2005","25","Geography",39
"2001_2005","25","Geology",23
"2001_2005","25","Geosciences, Multidisciplinary",19
"2001_2005","25","Horticulture",3
"2001_2005","25","Imaging Science & Photographic Technology",1
"2001_2005","25","Life Sciences & Biomedicine - Other Topics",5
"2001_2005","25","Limnology",3
"2001_2005","25","Marine & Freshwater Biology",42
"2001_2005","25","Mathematics",1
"2001_2005","25","Microbiology",15
"2001_2005","25","Multidisciplinary Sciences",5
"2001_2005","25","Mycology",2
"2001_2005","25","Neurosciences",3
"2001_2005","25","Oceanography",19
"2001_2005","25","Operations Research & Management Science",1
"2001_2005","25","Ornithology",4
"2001_2005","25","Paleontology",16
"2001_2005","25","Parasitology",4
"2001_2005","25","Pharmacology & Pharmacy",1
"2001_2005","25","Physical Geography",38
"2001_2005","25","Physics",1
"2001_2005","25","Physiology",1
"2001_2005","25","Plant Sciences",36
"2001_2005","25","Remote Sensing",1
"2001_2005","25","Science & Technology - Other Topics",5
"2001_2005","25","Soil Science",1
"2001_2005","25","Toxicology",2
"2001_2005","25","Urban Studies",5
"2001_2005","25","Veterinary Sciences",2
"2001_2005","25","Virology",1
"2001_2005","25","Water Resources",6
"2001_2005","25","Zoology",19
"2006_2012","25","Agriculture",32
"2006_2012","25","Agronomy",19
"2006_2012","25","Anatomy & Morphology",1
"2006_2012","25","Anthropology",7
"2006_2012","25","Automation & Control Systems",1
"2006_2012","25","Behavioral Sciences",6
"2006_2012","25","Biochemical Research Methods",6
"2006_2012","25","Biochemistry & Molecular Biology",28
"2006_2012","25","Biodiversity Conservation",71
"2006_2012","25","Biology",17
"2006_2012","25","Biophysics",1
"2006_2012","25","Biotechnology & Applied Microbiology",22
"2006_2012","25","Business",4
"2006_2012","25","Cell Biology",2
"2006_2012","25","Chemistry",5
"2006_2012","25","Computer Science",10
"2006_2012","25","Developmental Biology",1
"2006_2012","25","Ecology",186
"2006_2012","25","Economics",4
"2006_2012","25","Energy & Fuels",2
"2006_2012","25","Engineering",8
"2006_2012","25","Entomology",9
"2006_2012","25","Environmental Studies",9
"2006_2012","25","Evolutionary Biology",41
"2006_2012","25","Fisheries",26
"2006_2012","25","Food Science & Technology",5
"2006_2012","25","Forestry",27
"2006_2012","25","Gastroenterology & Hepatology",1
"2006_2012","25","Genetics & Heredity",40
"2006_2012","25","Geography",49
"2006_2012","25","Geology",29
"2006_2012","25","Geosciences, Multidisciplinary",26
"2006_2012","25","Hematology",1
"2006_2012","25","Horticulture",9
"2006_2012","25","Humanities, Multidisciplinary",1
"2006_2012","25","Imaging Science & Photographic Technology",7
"2006_2012","25","Immunology",4
"2006_2012","25","Infectious Diseases",7
"2006_2012","25","Life Sciences & Biomedicine - Other Topics",17
"2006_2012","25","Limnology",6
"2006_2012","25","Marine & Freshwater Biology",57
"2006_2012","25","Mathematical & Computational Biology",5
"2006_2012","25","Mathematics",3
"2006_2012","25","Mechanics",1
"2006_2012","25","Meteorology & Atmospheric Sciences",3
"2006_2012","25","Microbiology",27
"2006_2012","25","Microscopy",1
"2006_2012","25","Mining & Mineral Processing",1
"2006_2012","25","Multidisciplinary Sciences",8
"2006_2012","25","Mycology",3
"2006_2012","25","Nutrition & Dietetics",1
"2006_2012","25","Oceanography",13
"2006_2012","25","Oncology",1
"2006_2012","25","Operations Research & Management Science",2
"2006_2012","25","Optics",1
"2006_2012","25","Ornithology",5
"2006_2012","25","Paleontology",16
"2006_2012","25","Parasitology",5
"2006_2012","25","Pathology",1
"2006_2012","25","Pharmacology & Pharmacy",2
"2006_2012","25","Physical Geography",47
"2006_2012","25","Physics",1
"2006_2012","25","Physiology",2
"2006_2012","25","Plant Sciences",61
"2006_2012","25","Psychology",1
"2006_2012","25","Public, Environmental & Occupational Health",4
"2006_2012","25","Remote Sensing",10
"2006_2012","25","Reproductive Biology",1
"2006_2012","25","Science & Technology - Other Topics",8
"2006_2012","25","Soil Science",2
"2006_2012","25","Statistics & Probability",3
"2006_2012","25","Telecommunications",1
"2006_2012","25","Thermodynamics",1
"2006_2012","25","Toxicology",1
"2006_2012","25","Tropical Medicine",3
"2006_2012","25","Urban Studies",1
"2006_2012","25","Veterinary Sciences",2
"2006_2012","25","Virology",4
"2006_2012","25","Water Resources",6
"2006_2012","25","Zoology",39
"1990_1995","26","Agriculture",14
"1990_1995","26","Agronomy",8
"1990_1995","26","Anthropology",1
"1990_1995","26","Biochemical Research Methods",1
"1990_1995","26","Biochemistry & Molecular Biology",8
"1990_1995","26","Biodiversity Conservation",9
"1990_1995","26","Biology",2
"1990_1995","26","Biotechnology & Applied Microbiology",5
"1990_1995","26","Cell Biology",1
"1990_1995","26","Chemistry",4
"1990_1995","26","Ecology",33
"1990_1995","26","Engineering",3
"1990_1995","26","Entomology",4
"1990_1995","26","Evolutionary Biology",4
"1990_1995","26","Forestry",4
"1990_1995","26","Gastroenterology & Hepatology",2
"1990_1995","26","Genetics & Heredity",7
"1990_1995","26","Geography",1
"1990_1995","26","Geology",1
"1990_1995","26","Geosciences, Multidisciplinary",1
"1990_1995","26","Horticulture",5
"1990_1995","26","Immunology",2
"1990_1995","26","Infectious Diseases",2
"1990_1995","26","Integrative & Complementary Medicine",1
"1990_1995","26","Life Sciences & Biomedicine - Other Topics",2
"1990_1995","26","Limnology",3
"1990_1995","26","Marine & Freshwater Biology",21
"1990_1995","26","Meteorology & Atmospheric Sciences",2
"1990_1995","26","Microbiology",2
"1990_1995","26","Microscopy",1
"1990_1995","26","Oceanography",7
"1990_1995","26","Paleontology",1
"1990_1995","26","Parasitology",1
"1990_1995","26","Pathology",1
"1990_1995","26","Pharmacology & Pharmacy",1
"1990_1995","26","Physical Geography",1
"1990_1995","26","Plant Sciences",22
"1990_1995","26","Public, Environmental & Occupational Health",4
"1990_1995","26","Soil Science",2
"1990_1995","26","Toxicology",4
"1990_1995","26","Tropical Medicine",1
"1990_1995","26","Virology",2
"1990_1995","26","Water Resources",3
"1990_1995","26","Zoology",10
"1996_2000","26","Agriculture",16
"1996_2000","26","Agronomy",5
"1996_2000","26","Behavioral Sciences",1
"1996_2000","26","Biochemical Research Methods",4
"1996_2000","26","Biochemistry & Molecular Biology",15
"1996_2000","26","Biodiversity Conservation",25
"1996_2000","26","Biology",4
"1996_2000","26","Biophysics",1
"1996_2000","26","Biotechnology & Applied Microbiology",13
"1996_2000","26","Cell Biology",3
"1996_2000","26","Chemistry",4
"1996_2000","26","Computer Science",3
"1996_2000","26","Developmental Biology",1
"1996_2000","26","Ecology",96
"1996_2000","26","Engineering",3
"1996_2000","26","Entomology",3
"1996_2000","26","Environmental Studies",7
"1996_2000","26","Evolutionary Biology",8
"1996_2000","26","Fisheries",9
"1996_2000","26","Forestry",30
"1996_2000","26","Gastroenterology & Hepatology",1
"1996_2000","26","Genetics & Heredity",11
"1996_2000","26","Geography",9
"1996_2000","26","Geology",4
"1996_2000","26","Geosciences, Multidisciplinary",2
"1996_2000","26","Horticulture",2
"1996_2000","26","Immunology",6
"1996_2000","26","Infectious Diseases",2
"1996_2000","26","International Relations",1
"1996_2000","26","Life Sciences & Biomedicine - Other Topics",4
"1996_2000","26","Limnology",4
"1996_2000","26","Marine & Freshwater Biology",37
"1996_2000","26","Mathematics",1
"1996_2000","26","Medical Subscience",1
"1996_2000","26","Medicine, Research & Experimental",2
"1996_2000","26","Meteorology & Atmospheric Sciences",2
"1996_2000","26","Microbiology",26
"1996_2000","26","Multidisciplinary Sciences",3
"1996_2000","26","Mycology",3
"1996_2000","26","Neurosciences",1
"1996_2000","26","Oceanography",9
"1996_2000","26","Oncology",1
"1996_2000","26","Operations Research & Management Science",1
"1996_2000","26","Ornithology",4
"1996_2000","26","Paleontology",2
"1996_2000","26","Parasitology",1
"1996_2000","26","Pharmacology & Pharmacy",1
"1996_2000","26","Physical Geography",9
"1996_2000","26","Physiology",1
"1996_2000","26","Plant Sciences",28
"1996_2000","26","Public, Environmental & Occupational Health",2
"1996_2000","26","Research & Experimental Medicine",2
"1996_2000","26","Science & Technology - Other Topics",3
"1996_2000","26","Soil Science",5
"1996_2000","26","Statistics & Probability",1
"1996_2000","26","Toxicology",7
"1996_2000","26","Tropical Medicine",1
"1996_2000","26","Urban Studies",6
"1996_2000","26","Veterinary Sciences",1
"1996_2000","26","Water Resources",4
"1996_2000","26","Zoology",11
"2001_2005","26","Agriculture",15
"2001_2005","26","Agronomy",5
"2001_2005","26","Biochemical Research Methods",3
"2001_2005","26","Biochemistry & Molecular Biology",9
"2001_2005","26","Biodiversity Conservation",18
"2001_2005","26","Biology",1
"2001_2005","26","Biotechnology & Applied Microbiology",9
"2001_2005","26","Chemistry",2
"2001_2005","26","Computer Science",1
"2001_2005","26","Ecology",57
"2001_2005","26","Entomology",1
"2001_2005","26","Environmental Studies",1
"2001_2005","26","Evolutionary Biology",13
"2001_2005","26","Fisheries",2
"2001_2005","26","Food Science & Technology",3
"2001_2005","26","Forestry",7
"2001_2005","26","Genetics & Heredity",18
"2001_2005","26","Geography",3
"2001_2005","26","Horticulture",3
"2001_2005","26","Immunology",1
"2001_2005","26","Life Sciences & Biomedicine - Other Topics",1
"2001_2005","26","Limnology",1
"2001_2005","26","Marine & Freshwater Biology",18
"2001_2005","26","Mathematical Methods In Social Sciences",1
"2001_2005","26","Mathematics",1
"2001_2005","26","Microbiology",21
"2001_2005","26","Multidisciplinary Sciences",4
"2001_2005","26","Oceanography",5
"2001_2005","26","Ornithology",1
"2001_2005","26","Physical Geography",2
"2001_2005","26","Plant Sciences",15
"2001_2005","26","Public, Environmental & Occupational Health",2
"2001_2005","26","Remote Sensing",1
"2001_2005","26","Science & Technology - Other Topics",4
"2001_2005","26","Social Sciences",1
"2001_2005","26","Soil Science",6
"2001_2005","26","Toxicology",2
"2001_2005","26","Tropical Medicine",1
"2001_2005","26","Urban Studies",1
"2001_2005","26","Veterinary Sciences",1
"2001_2005","26","Water Resources",2
"2001_2005","26","Zoology",10
"2006_2012","26","Agriculture",4
"2006_2012","26","Agronomy",3
"2006_2012","26","Biochemistry & Molecular Biology",2
"2006_2012","26","Biodiversity Conservation",7
"2006_2012","26","Biology",1
"2006_2012","26","Biotechnology & Applied Microbiology",3
"2006_2012","26","Chemistry",2
"2006_2012","26","Ecology",25
"2006_2012","26","Entomology",2
"2006_2012","26","Evolutionary Biology",5
"2006_2012","26","Fisheries",2
"2006_2012","26","Food Science & Technology",1
"2006_2012","26","Forestry",4
"2006_2012","26","Genetics & Heredity",5
"2006_2012","26","Geography",2
"2006_2012","26","Geology",1
"2006_2012","26","Horticulture",2
"2006_2012","26","Life Sciences & Biomedicine - Other Topics",1
"2006_2012","26","Marine & Freshwater Biology",13
"2006_2012","26","Microbiology",3
"2006_2012","26","Oceanography",4
"2006_2012","26","Ornithology",1
"2006_2012","26","Physical Geography",2
"2006_2012","26","Physiology",1
"2006_2012","26","Plant Sciences",9
"2006_2012","26","Sport Sciences",1
"2006_2012","26","Veterinary Sciences",1
"2006_2012","26","Virology",1
"2006_2012","26","Zoology",2
"1990_1995","27","Agriculture",1
"1990_1995","27","Agronomy",1
"1990_1995","27","Anthropology",1
"1990_1995","27","Biodiversity Conservation",1
"1990_1995","27","Biology",1
"1990_1995","27","Ecology",2
"1990_1995","27","Environmental Studies",1
