"TimeWindow","ResArea_Orig","group","Value"
"1996_2000","Materials Science","S_asymp",41
"1996_2000","Mathematical & Computational Biology","S_asymp",17.9655172413793
"1996_2000","Mathematical Methods In Social Sciences","S_asymp",1
"1996_2000","Mathematics","S_asymp",32.5897435897436
"1996_2000","Mechanics","S_asymp",5
"1996_2000","Medical Subscience","S_asymp",41
"1996_2000","Medicine, General & Internal","S_asymp",21.375
"1996_2000","Medicine, Legal","S_asymp",5
"1996_2000","Medicine, Research & Experimental","S_asymp",21.5345454545455
"1996_2000","Metallurgy & Metallurgical Engineering","S_asymp",2.5
"1996_2000","Meteorology & Atmospheric Sciences","S_asymp",25.2345679012346
"1996_2000","Microbiology","S_asymp",46.6662581699346
"1996_2000","Microscopy","S_asymp",17.5384615384615
"1996_2000","Mineralogy","S_asymp",2.5
"1996_2000","Mining & Mineral Processing","S_asymp",11.6666666666667
"1996_2000","Multidisciplinary Sciences","S_asymp",42.4931506849315
"1996_2000","Mycology","S_asymp",40.960396039604
"1996_2000","Nanoscience & Nanotechnology","S_asymp",5
"1996_2000","Neurosciences","S_asymp",27.5694915254237
"1996_2000","Nuclear Science & Technology","S_asymp",8.5
"1996_2000","Nutrition & Dietetics","S_asymp",9.5
"1996_2000","Obstetrics & Gynecology","S_asymp",2.5
"1996_2000","Oceanography","S_asymp",38.118609406953
"1996_2000","Oncology","S_asymp",52.2540540540541
"1996_2000","Operations Research & Management Science","S_asymp",6.5
"1996_2000","Ophthalmology","S_asymp",1
"1996_2000","Optics","S_asymp",5
"1996_2000","Ornithology","S_asymp",26.5739130434783
"1996_2000","Paleontology","S_asymp",39.1067164179104
"1996_2000","Parasitology","S_asymp",121.149377593361
"1996_2000","Pathology","S_asymp",27.4259803921569
"1996_2000","Pediatrics","S_asymp",5
"1996_2000","Peripheral Vascular Disease","S_asymp",8.5
"1996_2000","Pharmacology & Pharmacy","S_asymp",34.1013333333333
"1996_2000","Philosophy","S_asymp",2.5
"1996_2000","Physical Geography","S_asymp",39.0783847980998
"1996_2000","Physics","S_asymp",20.1363636363636
"1996_2000","Physiology","S_asymp",97.3142857142857
"1996_2000","Planning & Development","S_asymp",22.2857142857143
"1996_2000","Plant Sciences","S_asymp",47.9988354037267
"1996_2000","Political Science","S_asymp",1
"1996_2000","Polymer Science","S_asymp",1
"1996_2000","Psychiatry","S_asymp",1
"1996_2000","Psychology","S_asymp",13.7692307692308
"1996_2000","Public Administration","S_asymp",22.3181818181818
"1996_2000","Public, Environmental & Occupational Health","S_asymp",38.9137931034483
"1996_2000","Radiology, Nuclear Medicine & Medical Imaging","S_asymp",5
"1996_2000","Religion","S_asymp",1
"1996_2000","Remote Sensing","S_asymp",23.5862068965517
"1996_2000","Reproductive Biology","S_asymp",24.8125
"1996_2000","Research & Experimental Medicine","S_asymp",21.5345454545455
"1996_2000","Respiratory System","S_asymp",4.5
"1996_2000","Robotics","S_asymp",2.5
"1996_2000","Science & Technology - Other Topics","S_asymp",43.0753891050584
"1996_2000","Social Sciences","S_asymp",41.72
"1996_2000","Sociology","S_asymp",23.4444444444444
"1996_2000","Soil Science","S_asymp",28.7446808510638
"1996_2000","Spectroscopy","S_asymp",8.5
"1996_2000","Statistics & Probability","S_asymp",24.2564102564103
"1996_2000","Substance Abuse","S_asymp",1
"1996_2000","Surgery","S_asymp",18.5
"1996_2000","Telecommunications","S_asymp",1
"1996_2000","Thermodynamics","S_asymp",5
"1996_2000","Toxicology","S_asymp",32.0478260869565
"1996_2000","Transplantation","S_asymp",2.5
"1996_2000","Transportation","S_asymp",1
"1996_2000","Tropical Medicine","S_asymp",27.5453296703297
"1996_2000","Urban Studies","S_asymp",25.5375939849624
"1996_2000","Urology & Nephrology","S_asymp",13
"1996_2000","Veterinary Sciences","S_asymp",43.9470588235294
"1996_2000","Virology","S_asymp",40.9839142091153
"1996_2000","Water Resources","S_asymp",45.548463356974
"1996_2000","Zoology","S_asymp",43.1222755013078
"2001_2005","Agriculture","S_asymp",43.599286033021
"2001_2005","Agronomy","S_asymp",47.9939230249831
"2001_2005","Allergy","S_asymp",7.33333333333333
"2001_2005","Anatomy & Morphology","S_asymp",23.015625
"2001_2005","Anthropology","S_asymp",28.5600110619469
"2001_2005","Archaeology","S_asymp",71.9791666666667
"2001_2005","Architecture","S_asymp",1
"2001_2005","Area Studies","S_asymp",2.5
"2001_2005","Asian Studies","S_asymp",2.5
"2001_2005","Astronomy & Astrophysics","S_asymp",14.9375
"2001_2005","Automation & Control Systems","S_asymp",15.390243902439
"2001_2005","Behavioral Sciences","S_asymp",30.3340206185567
"2001_2005","Biochemical Research Methods","S_asymp",45.4576802507837
"2001_2005","Biochemistry & Molecular Biology","S_asymp",46.2493399823995
"2001_2005","Biodiversity Conservation","S_asymp",42.6664064532917
"2001_2005","Biology","S_asymp",43.2444543034605
"2001_2005","Biomedical Social Sciences","S_asymp",14.5
"2001_2005","Biophysics","S_asymp",43.14453125
"2001_2005","Biotechnology & Applied Microbiology","S_asymp",46.2489316239316
"2001_2005","Business","S_asymp",16.6617647058824
"2001_2005","Cardiology","S_asymp",20.3333333333333
"2001_2005","Cell Biology","S_asymp",31.3993162393162
"2001_2005","Cell & Tissue Engineering","S_asymp",6.5
"2001_2005","Chemistry","S_asymp",39.0763651877133
"2001_2005","Clinical Neurology","S_asymp",26.9
"2001_2005","Communication","S_asymp",1
"2001_2005","Computer Science","S_asymp",28.3326315789474
"2001_2005","Construction & Building Technology","S_asymp",8.5
"2001_2005","Crystallography","S_asymp",19.7647058823529
"2001_2005","Cultural Studies","S_asymp",1
"2001_2005","Demography","S_asymp",7.6
"2001_2005","Dentistry, Oral Surgery & Medicine","S_asymp",11.7333333333333
"2001_2005","Dermatology","S_asymp",9
"2001_2005","Developmental Biology","S_asymp",27.9558823529412
"2001_2005","Ecology","S_asymp",48.999694532125
"2001_2005","Economics","S_asymp",16.4961538461538
"2001_2005","Education","S_asymp",16.7142857142857
"2001_2005","Electrochemistry","S_asymp",1
"2001_2005","Endocrinology & Metabolism","S_asymp",32.2037037037037
"2001_2005","Energy & Fuels","S_asymp",9.97222222222222
"2001_2005","Engineering","S_asymp",37.9851485148515
"2001_2005","Entomology","S_asymp",43.3914552736983
"2001_2005","Environmental Studies","S_asymp",35.7169157461555
"2001_2005","Ethics","S_asymp",15.7333333333333
"2001_2005","Ethnic Studies","S_asymp",1
"2001_2005","Evolutionary Biology","S_asymp",44.2492173913043
"2001_2005","Family Studies","S_asymp",1
"2001_2005","Fisheries","S_asymp",41.5952506596306
"2001_2005","Folklore","S_asymp",1
"2001_2005","Food Science & Technology","S_asymp",30.7759026687598
"2001_2005","Forestry","S_asymp",39.4990870359099
"2001_2005","Gastroenterology & Hepatology","S_asymp",23.1631944444444
"2001_2005","General & Internal Medicine","S_asymp",6.92857142857143
"2001_2005","Genetics & Heredity","S_asymp",54.9974697779027
"2001_2005","Geochemistry & Geophysics","S_asymp",12.9296875
"2001_2005","Geography","S_asymp",37.8990634755463
"2001_2005","Geology","S_asymp",43.7410358565737
"2001_2005","Geosciences, Multidisciplinary","S_asymp",44.0868719611021
"2001_2005","Geriatrics & Gerontology","S_asymp",14.75
"2001_2005","Government & Law","S_asymp",9.15217391304348
"2001_2005","Health Care Sciences & Services","S_asymp",1
"2001_2005","Hematology","S_asymp",12.5483870967742
"2001_2005","History","S_asymp",31.4473684210526
"2001_2005","Horticulture","S_asymp",50.4823989569752
"2001_2005","Hospitality, Leisure, Sport & Tourism","S_asymp",1
"2001_2005","Humanities, Multidisciplinary","S_asymp",1
"2001_2005","Imaging Science & Photographic Technology","S_asymp",23.1764705882353
"2001_2005","Immunology","S_asymp",37.7492610837438
"2001_2005","Infectious Diseases","S_asymp",49.9715302491103
"2001_2005","Information Science & Library Science","S_asymp",21.9285714285714
"2001_2005","Instruments & Instrumentation","S_asymp",24.3181818181818
"2001_2005","Integrative & Complementary Medicine","S_asymp",6.95454545454546
"2001_2005","International Relations","S_asymp",5.88888888888889
"2001_2005","Language & Linguistics","S_asymp",1
"2001_2005","Law","S_asymp",9.125
"2001_2005","Legal Medicine","S_asymp",7.24137931034483
"2001_2005","Life Sciences & Biomedicine - Other Topics","S_asymp",43.2444543034605
"2001_2005","Limnology","S_asymp",63.9083094555874
"2001_2005","Linguistics","S_asymp",2.5
"2001_2005","Literature","S_asymp",1
"2001_2005","Management","S_asymp",4.83333333333333
"2001_2005","Marine & Freshwater Biology","S_asymp",44.9993597951344
"2001_2005","Materials Science","S_asymp",29.1785714285714
"2001_2005","Mathematical & Computational Biology","S_asymp",25.4829931972789
"2001_2005","Mathematical Methods In Social Sciences","S_asymp",9.5
"2001_2005","Mathematics","S_asymp",39.5555555555556
"2001_2005","Mechanics","S_asymp",5
"2001_2005","Medical Subscience","S_asymp",6.11538461538461
"2001_2005","Medicine, General & Internal","S_asymp",6.92857142857143
"2001_2005","Medicine, Legal","S_asymp",7.24137931034483
"2001_2005","Medicine, Research & Experimental","S_asymp",24.0309829059829
"2001_2005","Metallurgy & Metallurgical Engineering","S_asymp",1
"2001_2005","Meteorology & Atmospheric Sciences","S_asymp",42.0866935483871
"2001_2005","Microbiology","S_asymp",50.9988861041493
"2001_2005","Microscopy","S_asymp",16.7142857142857
"2001_2005","Mineralogy","S_asymp",2.5
"2001_2005","Mining & Mineral Processing","S_asymp",18.4583333333333
"2001_2005","Multidisciplinary Sciences","S_asymp",54.9817073170732
"2001_2005","Mycology","S_asymp",35.4909638554217
"2001_2005","Nanoscience & Nanotechnology","S_asymp",20.75
"2001_2005","Neurosciences","S_asymp",24.3311546840959
"2001_2005","Nuclear Science & Technology","S_asymp",5
"2001_2005","Nutrition & Dietetics","S_asymp",15.2857142857143
"2001_2005","Obstetrics & Gynecology","S_asymp",4.83333333333333
"2001_2005","Oceanography","S_asymp",52.98899889989
"2001_2005","Oncology","S_asymp",25.4583333333333
"2001_2005","Operations Research & Management Science","S_asymp",18.0540540540541
"2001_2005","Ophthalmology","S_asymp",2.5
"2001_2005","Optics","S_asymp",13
"2001_2005","Ornithology","S_asymp",87.2274774774775
"2001_2005","Paleontology","S_asymp",36.5669251938954
"2001_2005","Parasitology","S_asymp",36.5920529801325
"2001_2005","Pathology","S_asymp",27.0672169811321
"2001_2005","Pediatrics","S_asymp",10.6363636363636
"2001_2005","Peripheral Vascular Disease","S_asymp",7.6
"2001_2005","Pharmacology & Pharmacy","S_asymp",51.1822742474916
"2001_2005","Physical Geography","S_asymp",37.7491329479769
"2001_2005","Physics","S_asymp",40.1379310344828
"2001_2005","Physiology","S_asymp",35.4242424242424
"2001_2005","Planning & Development","S_asymp",40.2820512820513
"2001_2005","Plant Sciences","S_asymp",59.4972581706515
"2001_2005","Political Science","S_asymp",1
"2001_2005","Polymer Science","S_asymp",2.33333333333333
"2001_2005","Psychiatry","S_asymp",6.81818181818182
"2001_2005","Psychology","S_asymp",15.2352941176471
"2001_2005","Public Administration","S_asymp",49.1627906976744
"2001_2005","Public, Environmental & Occupational Health","S_asymp",27.1197183098592
"2001_2005","Radiology, Nuclear Medicine & Medical Imaging","S_asymp",13
"2001_2005","Remote Sensing","S_asymp",60.0824742268041
"2001_2005","Reproductive Biology","S_asymp",29.6666666666667
"2001_2005","Research & Experimental Medicine","S_asymp",24.0309829059829
"2001_2005","Respiratory System","S_asymp",10.6666666666667
"2001_2005","Robotics","S_asymp",7.93333333333333
"2001_2005","Science & Technology - Other Topics","S_asymp",54.9819277108434
"2001_2005","Social Sciences","S_asymp",55.825
"2001_2005","Sociology","S_asymp",17.0849673202614
"2001_2005","Soil Science","S_asymp",69.3701923076923
"2001_2005","Spectroscopy","S_asymp",9.05
"2001_2005","Sport Sciences","S_asymp",18.5
"2001_2005","Statistics & Probability","S_asymp",22.1746987951807
"2001_2005","Substance Abuse","S_asymp",5
"2001_2005","Surgery","S_asymp",20.1363636363636
"2001_2005","Telecommunications","S_asymp",9.07692307692308
"2001_2005","Thermodynamics","S_asymp",5
"2001_2005","Toxicology","S_asymp",40.9521276595745
"2001_2005","Transplantation","S_asymp",18.5263157894737
"2001_2005","Transportation","S_asymp",2.5
"2001_2005","Tropical Medicine","S_asymp",42.0221088435374
"2001_2005","Urban Studies","S_asymp",27.9183673469388
"2001_2005","Urology & Nephrology","S_asymp",2.5
"2001_2005","Veterinary Sciences","S_asymp",31.9767441860465
"2001_2005","Virology","S_asymp",35.4938016528926
"2001_2005","Water Resources","S_asymp",39.5594300712411
"2001_2005","Zoology","S_asymp",44.5979706877114
"2006_2012","Acoustics","S_asymp",1
"2006_2012","Agriculture","S_asymp",37.4997357293869
"2006_2012","Agronomy","S_asymp",35.6660735468565
"2006_2012","Allergy","S_asymp",64.7647058823529
"2006_2012","Anatomy & Morphology","S_asymp",21.9032258064516
"2006_2012","Anthropology","S_asymp",24.2413793103448
"2006_2012","Archaeology","S_asymp",15.8918918918919
"2006_2012","Architecture","S_asymp",4.5
"2006_2012","Area Studies","S_asymp",2
"2006_2012","Astronomy & Astrophysics","S_asymp",4.91666666666667
"2006_2012","Automation & Control Systems","S_asymp",25.8571428571429
"2006_2012","Behavioral Sciences","S_asymp",36.1564885496183
"2006_2012","Biochemical Research Methods","S_asymp",40.9623115577889
"2006_2012","Biochemistry & Molecular Biology","S_asymp",45.6659075813645
"2006_2012","Biodiversity Conservation","S_asymp",39.2492760617761
"2006_2012","Biology","S_asymp",52.9856344772546
"2006_2012","Biomedical Social Sciences","S_asymp",9
"2006_2012","Biophysics","S_asymp",26.9477124183007
"2006_2012","Biotechnology & Applied Microbiology","S_asymp",40.2491010787056
"2006_2012","Business","S_asymp",25.4780487804878
"2006_2012","Cardiology","S_asymp",3.41666666666667
"2006_2012","Cell Biology","S_asymp",39.2253024193548
"2006_2012","Cell & Tissue Engineering","S_asymp",5
"2006_2012","Chemistry","S_asymp",37.494375
"2006_2012","Clinical Neurology","S_asymp",2.5
"2006_2012","Communication","S_asymp",4.5
"2006_2012","Computer Science","S_asymp",27.9983050847458
"2006_2012","Construction & Building Technology","S_asymp",6.5
"2006_2012","Crystallography","S_asymp",12.5454545454545
"2006_2012","Cultural Studies","S_asymp",2.5
"2006_2012","Demography","S_asymp",2
"2006_2012","Dentistry, Oral Surgery & Medicine","S_asymp",19.6666666666667
"2006_2012","Dermatology","S_asymp",3.8
"2006_2012","Developmental Biology","S_asymp",25.4716981132075
"2006_2012","Ecology","S_asymp",44.6666016069744
"2006_2012","Economics","S_asymp",18.2380319148936
"2006_2012","Education","S_asymp",6.81818181818182
"2006_2012","Electrochemistry","S_asymp",16.2307692307692
"2006_2012","Endocrinology & Metabolism","S_asymp",19.6896551724138
"2006_2012","Energy & Fuels","S_asymp",21.1781609195402
"2006_2012","Engineering","S_asymp",32.9957356076759
"2006_2012","Entomology","S_asymp",73.4581611570248
"2006_2012","Environmental Studies","S_asymp",34.9873595505618
"2006_2012","Ergonomics","S_asymp",1
"2006_2012","Ethics","S_asymp",4
"2006_2012","Ethnic Studies","S_asymp",1
"2006_2012","Evolutionary Biology","S_asymp",40.1666127815497
"2006_2012","Fisheries","S_asymp",40.1168224299065
"2006_2012","Folklore","S_asymp",1
"2006_2012","Food Science & Technology","S_asymp",36.8840390879479
"2006_2012","Forestry","S_asymp",62.9816031537451
"2006_2012","Gastroenterology & Hepatology","S_asymp",22.1145833333333
"2006_2012","General & Internal Medicine","S_asymp",7.6
"2006_2012","Genetics & Heredity","S_asymp",55.4965921483097
"2006_2012","Geochemistry & Geophysics","S_asymp",14.75
"2006_2012","Geography","S_asymp",39.4958525345622
"2006_2012","Geology","S_asymp",51.9811715481172
"2006_2012","Geosciences, Multidisciplinary","S_asymp",38.242523923445
"2006_2012","Geriatrics & Gerontology","S_asymp",1
"2006_2012","Government & Law","S_asymp",8.97142857142857
"2006_2012","Health Care Sciences & Services","S_asymp",16.7142857142857
"2006_2012","Health Policy & Services","S_asymp",11.6666666666667
"2006_2012","Hematology","S_asymp",23.1666666666667
"2006_2012","History","S_asymp",12.3269230769231
"2006_2012","Horticulture","S_asymp",31.399173553719
"2006_2012","Hospitality, Leisure, Sport & Tourism","S_asymp",4.5
"2006_2012","Humanities, Multidisciplinary","S_asymp",3.8
"2006_2012","Imaging Science & Photographic Technology","S_asymp",37.8235294117647
"2006_2012","Immunology","S_asymp",38.9928315412186
"2006_2012","Infectious Diseases","S_asymp",47.4783306581059
"2006_2012","Information Science & Library Science","S_asymp",22.75
"2006_2012","Instruments & Instrumentation","S_asymp",11.7333333333333
"2006_2012","Integrative & Complementary Medicine","S_asymp",9.64761904761905
"2006_2012","International Relations","S_asymp",11.3125
"2006_2012","Law","S_asymp",10.1666666666667
"2006_2012","Legal Medicine","S_asymp",8.83333333333333
"2006_2012","Life Sciences & Biomedicine - Other Topics","S_asymp",52.9856344772546
"2006_2012","Limnology","S_asymp",30.9887640449438
"2006_2012","Literature","S_asymp",1
"2006_2012","Management","S_asymp",21.6052631578947
"2006_2012","Marine & Freshwater Biology","S_asymp",38.5995132339519
"2006_2012","Materials Science","S_asymp",16.4930555555556
"2006_2012","Mathematical & Computational Biology","S_asymp",30.1519434628975
"2006_2012","Mathematical Methods In Social Sciences","S_asymp",2.33333333333333
"2006_2012","Mathematics","S_asymp",35.1699346405229
"2006_2012","Mechanics","S_asymp",25
"2006_2012","Medical Subscience","S_asymp",41.4
"2006_2012","Medicine, General & Internal","S_asymp",7.6
"2006_2012","Medicine, Legal","S_asymp",8.83333333333333
"2006_2012","Medicine, Research & Experimental","S_asymp",19.8823529411765
"2006_2012","Meteorology & Atmospheric Sciences","S_asymp",23.4521276595745
"2006_2012","Microbiology","S_asymp",42.2494172494172
"2006_2012","Microscopy","S_asymp",21.375
"2006_2012","Mineralogy","S_asymp",2.33333333333333
"2006_2012","Mining & Mineral Processing","S_asymp",2.5
"2006_2012","Multidisciplinary Sciences","S_asymp",45.4886156648452
"2006_2012","Mycology","S_asymp",41.6463492063492
"2006_2012","Nanoscience & Nanotechnology","S_asymp",16.030303030303
"2006_2012","Neurosciences","S_asymp",29.9237288135593
"2006_2012","Nuclear Science & Technology","S_asymp",1
"2006_2012","Nutrition & Dietetics","S_asymp",22.7395833333333
"2006_2012","Obstetrics & Gynecology","S_asymp",18.25
"2006_2012","Oceanography","S_asymp",38.9902173913043
"2006_2012","Oncology","S_asymp",18.9809523809524
"2006_2012","Operations Research & Management Science","S_asymp",37.6359649122807
"2006_2012","Optics","S_asymp",25.875
"2006_2012","Ornithology","S_asymp",48.4134275618375
"2006_2012","Orthopedics","S_asymp",2.5
"2006_2012","Paleontology","S_asymp",31.9930675909879
"2006_2012","Parasitology","S_asymp",37.490625
"2006_2012","Pathology","S_asymp",17.9772727272727
"2006_2012","Pediatrics","S_asymp",18.4583333333333
"2006_2012","Peripheral Vascular Disease","S_asymp",4.5
"2006_2012","Pharmacology & Pharmacy","S_asymp",36.9733727810651
"2006_2012","Philosophy","S_asymp",2.5
"2006_2012","Physical Geography","S_asymp",39.4953416149068
"2006_2012","Physics","S_asymp",20.0810810810811
"2006_2012","Physiology","S_asymp",25.1965811965812
"2006_2012","Planning & Development","S_asymp",23.2222222222222
"2006_2012","Plant Sciences","S_asymp",39.2499429614419
"2006_2012","Political Science","S_asymp",11.4
"2006_2012","Polymer Science","S_asymp",10.3333333333333
"2006_2012","Psychiatry","S_asymp",22.75
"2006_2012","Psychology","S_asymp",12.08984375
"2006_2012","Public Administration","S_asymp",21.8529411764706
"2006_2012","Public, Environmental & Occupational Health","S_asymp",38.1911057692308
"2006_2012","Radiology, Nuclear Medicine & Medical Imaging","S_asymp",4.5
"2006_2012","Remote Sensing","S_asymp",25.1023550724638
"2006_2012","Reproductive Biology","S_asymp",28.4795321637427
"2006_2012","Research & Experimental Medicine","S_asymp",19.8823529411765
"2006_2012","Respiratory System","S_asymp",18.3636363636364
"2006_2012","Robotics","S_asymp",22
"2006_2012","Science & Technology - Other Topics","S_asymp",45.4889478337754
"2006_2012","Social Sciences","S_asymp",9.98
"2006_2012","Sociology","S_asymp",18.0913978494624
"2006_2012","Soil Science","S_asymp",25.9919028340081
"2006_2012","Spectroscopy","S_asymp",4.5
"2006_2012","Sport Sciences","S_asymp",4.83333333333333
"2006_2012","Statistics & Probability","S_asymp",26.8860759493671
"2006_2012","Substance Abuse","S_asymp",1
"2006_2012","Surgery","S_asymp",9.5
"2006_2012","Telecommunications","S_asymp",13.09375
"2006_2012","Thermodynamics","S_asymp",6.5
"2006_2012","Toxicology","S_asymp",28.5569007263923
"2006_2012","Transplantation","S_asymp",11.6666666666667
"2006_2012","Transportation","S_asymp",5
"2006_2012","Tropical Medicine","S_asymp",23.1185714285714
"2006_2012","Urban Studies","S_asymp",15.976
"2006_2012","Veterinary Sciences","S_asymp",31.5867647058824
"2006_2012","Virology","S_asymp",46.9818799546999
"2006_2012","Water Resources","S_asymp",34.98
"2006_2012","Women's Studies","S_asymp",2.5
"2006_2012","Zoology","S_asymp",42.4978354978355
"1990_1995","Agriculture","S_PIE",20.4834205933682
"1990_1995","Agronomy","S_PIE",19.7933507170795
"1990_1995","Allergy","S_PIE",6
"1990_1995","Anatomy & Morphology","S_PIE",18.0555555555556
"1990_1995","Anthropology","S_PIE",19.7083333333333
"1990_1995","Archaeology","S_PIE",3
"1990_1995","Astronomy & Astrophysics","S_PIE",2
"1990_1995","Behavioral Sciences","S_PIE",12
"1990_1995","Biochemical Research Methods","S_PIE",21.1714285714286
"1990_1995","Biochemistry & Molecular Biology","S_PIE",17.7817406749556
"1990_1995","Biodiversity Conservation","S_PIE",13.1073071027082
"1990_1995","Biology","S_PIE",18.7548638132296
"1990_1995","Biomedical Social Sciences","S_PIE",2
"1990_1995","Biophysics","S_PIE",20.34375
"1990_1995","Biotechnology & Applied Microbiology","S_PIE",18.031185031185
"1990_1995","Business","S_PIE",10.9090909090909
"1990_1995","Cardiology","S_PIE",2
"1990_1995","Cell Biology","S_PIE",16.0723296888141
"1990_1995","Cell & Tissue Engineering","S_PIE",2
"1990_1995","Chemistry","S_PIE",23.9026548672567
"1990_1995","Clinical Neurology","S_PIE",2
"1990_1995","Computer Science","S_PIE",15
"1990_1995","Crystallography","S_PIE",2
"1990_1995","Demography","S_PIE",1
"1990_1995","Dentistry, Oral Surgery & Medicine","S_PIE",15
"1990_1995","Developmental Biology","S_PIE",19.3333333333334
"1990_1995","Ecology","S_PIE",12.6944246493136
"1990_1995","Economics","S_PIE",9.54545454545455
"1990_1995","Education","S_PIE",1
"1990_1995","Electrochemistry","S_PIE",1
"1990_1995","Endocrinology & Metabolism","S_PIE",18
"1990_1995","Energy & Fuels","S_PIE",21
"1990_1995","Engineering","S_PIE",17.2463768115942
"1990_1995","Entomology","S_PIE",18.0035885167464
"1990_1995","Environmental Studies","S_PIE",13.3602150537634
"1990_1995","Ethics","S_PIE",5
"1990_1995","Ethnic Studies","S_PIE",1
"1990_1995","Evolutionary Biology","S_PIE",17.4572416302766
"1990_1995","Fisheries","S_PIE",16.2299651567944
"1990_1995","Food Science & Technology","S_PIE",27.2
"1990_1995","Forestry","S_PIE",9.59711736444749
"1990_1995","Gastroenterology & Hepatology","S_PIE",15
"1990_1995","General & Internal Medicine","S_PIE",3
"1990_1995","Genetics & Heredity","S_PIE",17.0358913066404
"1990_1995","Geography","S_PIE",10.2866242038217
"1990_1995","Geology","S_PIE",12.1816881258941
"1990_1995","Geosciences, Multidisciplinary","S_PIE",11.8888888888889
"1990_1995","Geriatrics & Gerontology","S_PIE",1
"1990_1995","Government & Law","S_PIE",3
"1990_1995","Health Care Sciences & Services","S_PIE",2
"1990_1995","Health Policy & Services","S_PIE",1
"1990_1995","Hematology","S_PIE",21
"1990_1995","History","S_PIE",4
"1990_1995","Horticulture","S_PIE",17.8661087866109
"1990_1995","Hospitality, Leisure, Sport & Tourism","S_PIE",1
"1990_1995","Imaging Science & Photographic Technology","S_PIE",6
"1990_1995","Immunology","S_PIE",15.9244913928012
"1990_1995","Industrial Relations & Labor","S_PIE",1
"1990_1995","Infectious Diseases","S_PIE",18.8458149779736
"1990_1995","Information Science & Library Science","S_PIE",1
"1990_1995","Integrative & Complementary Medicine","S_PIE",3
"1990_1995","Law","S_PIE",3
"1990_1995","Life Sciences & Biomedicine - Other Topics","S_PIE",18.7548638132296
"1990_1995","Limnology","S_PIE",12.7322834645669
"1990_1995","Management","S_PIE",1
"1990_1995","Marine & Freshwater Biology","S_PIE",14.1038464916132
"1990_1995","Materials Science","S_PIE",2
"1990_1995","Mathematical & Computational Biology","S_PIE",13.59375
"1990_1995","Mathematics","S_PIE",8.25
"1990_1995","Mechanics","S_PIE",1
"1990_1995","Medical Subscience","S_PIE",21
"1990_1995","Medicine, General & Internal","S_PIE",3
"1990_1995","Medicine, Research & Experimental","S_PIE",12.7183098591549
"1990_1995","Meteorology & Atmospheric Sciences","S_PIE",18.59375
"1990_1995","Microbiology","S_PIE",16.3574071863436
"1990_1995","Microscopy","S_PIE",45.0000000000002
"1990_1995","Mining & Mineral Processing","S_PIE",1
"1990_1995","Multidisciplinary Sciences","S_PIE",15.3608082103913
"1990_1995","Mycology","S_PIE",12.4489795918367
"1990_1995","Neurosciences","S_PIE",24.5689655172415
"1990_1995","Nutrition & Dietetics","S_PIE",2
"1990_1995","Obstetrics & Gynecology","S_PIE",2
"1990_1995","Oceanography","S_PIE",14.7038709677419
"1990_1995","Oncology","S_PIE",10.531914893617
"1990_1995","Operations Research & Management Science","S_PIE",2
"1990_1995","Ornithology","S_PIE",11.5094339622641
"1990_1995","Paleontology","S_PIE",15.0381355932204
"1990_1995","Parasitology","S_PIE",16.1107954545455
"1990_1995","Pathology","S_PIE",9.23684210526317
"1990_1995","Pediatrics","S_PIE",2
"1990_1995","Pharmacology & Pharmacy","S_PIE",22.8947368421053
"1990_1995","Physical Geography","S_PIE",11.1839495040577
"1990_1995","Physics","S_PIE",3
"1990_1995","Physiology","S_PIE",20.709090909091
"1990_1995","Planning & Development","S_PIE",3
"1990_1995","Plant Sciences","S_PIE",16.1575527732077
"1990_1995","Polymer Science","S_PIE",1
"1990_1995","Psychiatry","S_PIE",2
"1990_1995","Psychology","S_PIE",9.33333333333333
"1990_1995","Public Administration","S_PIE",3
"1990_1995","Public, Environmental & Occupational Health","S_PIE",27.0612244897959
"1990_1995","Radiology, Nuclear Medicine & Medical Imaging","S_PIE",3
"1990_1995","Remote Sensing","S_PIE",6
"1990_1995","Reproductive Biology","S_PIE",34.2000000000001
"1990_1995","Research & Experimental Medicine","S_PIE",12.7183098591549
"1990_1995","Respiratory System","S_PIE",2
"1990_1995","Science & Technology - Other Topics","S_PIE",15.3608082103913
"1990_1995","Social Sciences","S_PIE",15
"1990_1995","Sociology","S_PIE",19.5
"1990_1995","Soil Science","S_PIE",19.9824561403509
"1990_1995","Sport Sciences","S_PIE",1
"1990_1995","Statistics & Probability","S_PIE",4
"1990_1995","Surgery","S_PIE",3
"1990_1995","Toxicology","S_PIE",23.0731707317073
"1990_1995","Transplantation","S_PIE",7.5
"1990_1995","Tropical Medicine","S_PIE",33.2142857142858
"1990_1995","Urban Studies","S_PIE",15.037037037037
"1990_1995","Urology & Nephrology","S_PIE",2
"1990_1995","Veterinary Sciences","S_PIE",24.375
"1990_1995","Virology","S_PIE",13.8753709198813
"1990_1995","Water Resources","S_PIE",19.8913043478261
"1990_1995","Zoology","S_PIE",13.5503875968992
"1996_2000","Agriculture","S_PIE",20.764234005087
"1996_2000","Agronomy","S_PIE",18.6443228454172
"1996_2000","Allergy","S_PIE",5.25
"1996_2000","Anatomy & Morphology","S_PIE",20.0270270270271
"1996_2000","Anthropology","S_PIE",15.75
"1996_2000","Archaeology","S_PIE",15
"1996_2000","Area Studies","S_PIE",1.66666666666667
"1996_2000","Art","S_PIE",2
