"ResAreas_Orig" "B_den" "C_den" "D" "TimeWindow" "TBI"
"Medical Subscience" 0.48 0.36 0.84 "Time2_3" "Ruzicka"
"Medicine, General & Internal" 0.611111111111111 0.222222222222222 0.833333333333333 "Time2_3" "Ruzicka"
"Medicine, Legal" 0.0645161290322581 0.903225806451613 0.967741935483871 "Time2_3" "Ruzicka"
"Medicine, Research & Experimental" 0.271028037383178 0.485981308411215 0.757009345794392 "Time2_3" "Ruzicka"
"Metallurgy & Metallurgical Engineering" 0.5 0 0.5 "Time2_3" "Ruzicka"
"Meteorology & Atmospheric Sciences" 0.126760563380282 0.619718309859155 0.746478873239437 "Time2_3" "Ruzicka"
"Microbiology" 0.0841622035195103 0.583779648048967 0.667941851568477 "Time2_3" "Ruzicka"
"Microscopy" 0.631578947368421 0.315789473684211 0.947368421052632 "Time2_3" "Ruzicka"
"Mineralogy" 0.5 0.5 1 "Time2_3" "Ruzicka"
"Mining & Mineral Processing" 0.25 0.625 0.875 "Time2_3" "Ruzicka"
"Multidisciplinary Sciences" 0.077788191190253 0.521087160262418 0.598875351452671 "Time2_3" "Ruzicka"
"Mycology" 0.0708955223880597 0.623134328358209 0.694029850746269 "Time2_3" "Ruzicka"
"Nanoscience & Nanotechnology" 0.142857142857143 0.785714285714286 0.928571428571429 "Time2_3" "Ruzicka"
"Neurosciences" 0.25 0.42156862745098 0.67156862745098 "Time2_3" "Ruzicka"
"Nuclear Science & Technology" 0.4 0.2 0.6 "Time2_3" "Ruzicka"
"Nutrition & Dietetics" 0.125 0.666666666666667 0.791666666666667 "Time2_3" "Ruzicka"
"Obstetrics & Gynecology" 0.142857142857143 0.714285714285714 0.857142857142857 "Time2_3" "Ruzicka"
"Oceanography" 0.0599793174767322 0.494312306101344 0.554291623578076 "Time2_3" "Ruzicka"
"Oncology" 0.298701298701299 0.519480519480519 0.818181818181818 "Time2_3" "Ruzicka"
"Operations Research & Management Science" 0.075 0.85 0.925 "Time2_3" "Ruzicka"
"Ophthalmology" 0 0.5 0.5 "Time2_3" "Ruzicka"
"Optics" 0.285714285714286 0.571428571428571 0.857142857142857 "Time2_3" "Ruzicka"
"Ornithology" 0.136186770428016 0.463035019455253 0.599221789883268 "Time2_3" "Ruzicka"
"Paleontology" 0.132218844984802 0.490881458966565 0.623100303951368 "Time2_3" "Ruzicka"
"Parasitology" 0.102970297029703 0.522772277227723 0.625742574257426 "Time2_3" "Ruzicka"
"Pathology" 0.365269461077844 0.389221556886228 0.754491017964072 "Time2_3" "Ruzicka"
"Pediatrics" 0.153846153846154 0.769230769230769 0.923076923076923 "Time2_3" "Ruzicka"
"Peripheral Vascular Disease" 0.444444444444444 0.555555555555556 1 "Time2_3" "Ruzicka"
"Pharmacology & Pharmacy" 0.12316715542522 0.633431085043988 0.756598240469208 "Time2_3" "Ruzicka"
"Physical Geography" 0.0748663101604278 0.549732620320856 0.624598930481283 "Time2_3" "Ruzicka"
"Physics" 0.09375 0.65625 0.75 "Time2_3" "Ruzicka"
"Physiology" 0.221698113207547 0.504716981132076 0.726415094339623 "Time2_3" "Ruzicka"
"Planning & Development" 0.133333333333333 0.533333333333333 0.666666666666667 "Time2_3" "Ruzicka"
"Plant Sciences" 0.0776856160226583 0.478858992514667 0.556544608537325 "Time2_3" "Ruzicka"
"Political Science" 0 0.8 0.8 "Time2_3" "Ruzicka"
"Polymer Science" 0.25 0.75 1 "Time2_3" "Ruzicka"
"Psychiatry" 0.0833333333333333 0.916666666666667 1 "Time2_3" "Ruzicka"
"Psychology" 0.32 0.48 0.8 "Time2_3" "Ruzicka"
"Public Administration" 0.14 0.56 0.7 "Time2_3" "Ruzicka"
"Public, Environmental & Occupational Health" 0.16796875 0.546875 0.71484375 "Time2_3" "Ruzicka"
"Radiology, Nuclear Medicine & Medical Imaging" 0.166666666666667 0.5 0.666666666666667 "Time2_3" "Ruzicka"
"Remote Sensing" 0.0849056603773585 0.726415094339623 0.811320754716981 "Time2_3" "Ruzicka"
"Reproductive Biology" 0.261538461538462 0.569230769230769 0.830769230769231 "Time2_3" "Ruzicka"
"Research & Experimental Medicine" 0.271028037383178 0.485981308411215 0.757009345794392 "Time2_3" "Ruzicka"
"Respiratory System" 0.2 0.733333333333333 0.933333333333333 "Time2_3" "Ruzicka"
"Robotics" 0.117647058823529 0.882352941176471 1 "Time2_3" "Ruzicka"
"Science & Technology - Other Topics" 0.0777777777777778 0.524074074074074 0.601851851851852 "Time2_3" "Ruzicka"
"Social Sciences" 0.130434782608696 0.63768115942029 0.768115942028985 "Time2_3" "Ruzicka"
"Sociology" 0.15 0.55 0.7 "Time2_3" "Ruzicka"
"Soil Science" 0.087719298245614 0.587719298245614 0.675438596491228 "Time2_3" "Ruzicka"
"Spectroscopy" 0.230769230769231 0.692307692307692 0.923076923076923 "Time2_3" "Ruzicka"
"Statistics & Probability" 0.0777777777777778 0.711111111111111 0.788888888888889 "Time2_3" "Ruzicka"
"Substance Abuse" 0.25 0.75 1 "Time2_3" "Ruzicka"
"Surgery" 0.266666666666667 0.6 0.866666666666667 "Time2_3" "Ruzicka"
"Telecommunications" 0.0714285714285714 0.928571428571429 1 "Time2_3" "Ruzicka"
"Thermodynamics" 0.4 0.4 0.8 "Time2_3" "Ruzicka"
"Toxicology" 0.213389121338912 0.518828451882845 0.732217573221757 "Time2_3" "Ruzicka"
"Transplantation" 0 0.894736842105263 0.894736842105263 "Time2_3" "Ruzicka"
"Transportation" 0.333333333333333 0.666666666666667 1 "Time2_3" "Ruzicka"
"Tropical Medicine" 0.187845303867403 0.497237569060773 0.685082872928177 "Time2_3" "Ruzicka"
"Urban Studies" 0.274074074074074 0.437037037037037 0.711111111111111 "Time2_3" "Ruzicka"
"Urology & Nephrology" 0.666666666666667 0.166666666666667 0.833333333333333 "Time2_3" "Ruzicka"
"Veterinary Sciences" 0.14 0.575 0.715 "Time2_3" "Ruzicka"
"Virology" 0.134684147794994 0.555423122765197 0.690107270560191 "Time2_3" "Ruzicka"
"Water Resources" 0.0707317073170732 0.65609756097561 0.726829268292683 "Time2_3" "Ruzicka"
"Zoology" 0.118290258449304 0.429920477137177 0.548210735586481 "Time2_3" "Ruzicka"
"Agriculture" 0.326929918178584 0.202774813233725 0.529704731412309 "Time3_4" "Ruzicka"
"Agronomy" 0.373467112597547 0.174470457079153 0.5479375696767 "Time3_4" "Ruzicka"
"Allergy" 0.15 0.55 0.7 "Time3_4" "Ruzicka"
"Anatomy & Morphology" 0.28735632183908 0.35632183908046 0.64367816091954 "Time3_4" "Ruzicka"
"Anthropology" 0.26271186440678 0.361581920903955 0.624293785310734 "Time3_4" "Ruzicka"
"Archaeology" 0.195652173913043 0.478260869565217 0.673913043478261 "Time3_4" "Ruzicka"
"Architecture" 0 0.75 0.75 "Time3_4" "Ruzicka"
"Area Studies" 0.333333333333333 0.666666666666667 1 "Time3_4" "Ruzicka"
"Astronomy & Astrophysics" 0.478260869565217 0.130434782608696 0.608695652173913 "Time3_4" "Ruzicka"
"Automation & Control Systems" 0.263157894736842 0.460526315789474 0.723684210526316 "Time3_4" "Ruzicka"
"Behavioral Sciences" 0.210843373493976 0.41566265060241 0.626506024096386 "Time3_4" "Ruzicka"
"Biochemical Research Methods" 0.184426229508197 0.346311475409836 0.530737704918033 "Time3_4" "Ruzicka"
"Biochemistry & Molecular Biology" 0.212861304055568 0.236164015236388 0.449025319291956 "Time3_4" "Ruzicka"
"Biodiversity Conservation" 0.170093457943925 0.31588785046729 0.485981308411215 "Time3_4" "Ruzicka"
"Biology" 0.211949685534591 0.291194968553459 0.50314465408805 "Time3_4" "Ruzicka"
"Biomedical Social Sciences" 0.4 0.2 0.6 "Time3_4" "Ruzicka"
"Biophysics" 0.397637795275591 0.244094488188976 0.641732283464567 "Time3_4" "Ruzicka"
"Biotechnology & Applied Microbiology" 0.161193029490617 0.294235924932976 0.455428954423592 "Time3_4" "Ruzicka"
"Business" 0.176706827309237 0.453815261044177 0.630522088353414 "Time3_4" "Ruzicka"
"Cardiology" 0.571428571428571 0.357142857142857 0.928571428571429 "Time3_4" "Ruzicka"
"Cell Biology" 0.317744154057772 0.195323246217331 0.513067400275103 "Time3_4" "Ruzicka"
"Cell & Tissue Engineering" 0.625 0.25 0.875 "Time3_4" "Ruzicka"
"Chemistry" 0.12568306010929 0.359562841530055 0.485245901639344 "Time3_4" "Ruzicka"
"Clinical Neurology" 0.818181818181818 0.0909090909090909 0.909090909090909 "Time3_4" "Ruzicka"
"Communication" 0.2 0.8 1 "Time3_4" "Ruzicka"
"Computer Science" 0.226736566186107 0.377457404980341 0.604193971166448 "Time3_4" "Ruzicka"
"Construction & Building Technology" 0.4 0.6 1 "Time3_4" "Ruzicka"
"Crystallography" 0.371428571428571 0.514285714285714 0.885714285714286 "Time3_4" "Ruzicka"
"Cultural Studies" 0 0.5 0.5 "Time3_4" "Ruzicka"
"Demography" 0.272727272727273 0.545454545454545 0.818181818181818 "Time3_4" "Ruzicka"
"Dentistry, Oral Surgery & Medicine" 0.347826086956522 0.347826086956522 0.695652173913043 "Time3_4" "Ruzicka"
"Dermatology" 0.583333333333333 0.25 0.833333333333333 "Time3_4" "Ruzicka"
"Developmental Biology" 0.188775510204082 0.306122448979592 0.494897959183673 "Time3_4" "Ruzicka"
"Ecology" 0.240287663107948 0.271871293001186 0.512158956109134 "Time3_4" "Ruzicka"
"Economics" 0.186147186147186 0.437229437229437 0.623376623376623 "Time3_4" "Ruzicka"
"Education" 0.266666666666667 0.533333333333333 0.8 "Time3_4" "Ruzicka"
"Electrochemistry" 0 0.923076923076923 0.923076923076923 "Time3_4" "Ruzicka"
"Endocrinology & Metabolism" 0.382978723404255 0.234042553191489 0.617021276595745 "Time3_4" "Ruzicka"
"Energy & Fuels" 0.0842105263157895 0.621052631578947 0.705263157894737 "Time3_4" "Ruzicka"
"Engineering" 0.219633943427621 0.327787021630616 0.547420965058236 "Time3_4" "Ruzicka"
"Entomology" 0.181049069373942 0.366328257191201 0.547377326565144 "Time3_4" "Ruzicka"
"Environmental Studies" 0.181609195402299 0.410344827586207 0.591954022988506 "Time3_4" "Ruzicka"
"Ethics" 0.606060606060606 0.0909090909090909 0.696969696969697 "Time3_4" "Ruzicka"
"Ethnic Studies" 0.5 0.5 1 "Time3_4" "Ruzicka"
"Evolutionary Biology" 0.199119627136199 0.255567063697566 0.454686690833765 "Time3_4" "Ruzicka"
"Fisheries" 0.279807692307692 0.271153846153846 0.550961538461539 "Time3_4" "Ruzicka"
"Folklore" 0 0 0 "Time3_4" "Ruzicka"
"Food Science & Technology" 0.0943952802359882 0.463126843657817 0.557522123893805 "Time3_4" "Ruzicka"
"Forestry" 0.305656934306569 0.250456204379562 0.556113138686131 "Time3_4" "Ruzicka"
"Gastroenterology & Hepatology" 0.245283018867925 0.320754716981132 0.566037735849057 "Time3_4" "Ruzicka"
"General & Internal Medicine" 0.545454545454545 0.363636363636364 0.909090909090909 "Time3_4" "Ruzicka"
"Genetics & Heredity" 0.231671554252199 0.254922496857981 0.48659405111018 "Time3_4" "Ruzicka"
"Geochemistry & Geophysics" 0.6 0.2 0.8 "Time3_4" "Ruzicka"
"Geography" 0.204545454545455 0.295454545454545 0.5 "Time3_4" "Ruzicka"
"Geology" 0.173725151253241 0.349178910976664 0.522904062229905 "Time3_4" "Ruzicka"
"Geosciences, Multidisciplinary" 0.154701718907988 0.376137512639029 0.530839231547017 "Time3_4" "Ruzicka"
"Geriatrics & Gerontology" 0.777777777777778 0.111111111111111 0.888888888888889 "Time3_4" "Ruzicka"
"Government & Law" 0.102564102564103 0.41025641025641 0.512820512820513 "Time3_4" "Ruzicka"
"Health Care Sciences & Services" 0 0.857142857142857 0.857142857142857 "Time3_4" "Ruzicka"
"Hematology" 0.55 0.225 0.775 "Time3_4" "Ruzicka"
"History" 0.147540983606557 0.377049180327869 0.524590163934426 "Time3_4" "Ruzicka"
"Horticulture" 0.458612975391499 0.142058165548098 0.600671140939597 "Time3_4" "Ruzicka"
"Hospitality, Leisure, Sport & Tourism" 0.2 0.8 1 "Time3_4" "Ruzicka"
"Humanities, Multidisciplinary" 0 0.8 0.8 "Time3_4" "Ruzicka"
"Imaging Science & Photographic Technology" 0.244444444444444 0.37037037037037 0.614814814814815 "Time3_4" "Ruzicka"
"Immunology" 0.306545153272577 0.15907207953604 0.465617232808616 "Time3_4" "Ruzicka"
"Infectious Diseases" 0.178100263852243 0.258575197889182 0.436675461741425 "Time3_4" "Ruzicka"
"Information Science & Library Science" 0.529411764705882 0.176470588235294 0.705882352941177 "Time3_4" "Ruzicka"
"Instruments & Instrumentation" 0.464285714285714 0.214285714285714 0.678571428571429 "Time3_4" "Ruzicka"
"Integrative & Complementary Medicine" 0.204545454545455 0.5 0.704545454545455 "Time3_4" "Ruzicka"
"International Relations" 0.111111111111111 0.666666666666667 0.777777777777778 "Time3_4" "Ruzicka"
"Law" 0.129032258064516 0.419354838709677 0.548387096774194 "Time3_4" "Ruzicka"
"Legal Medicine" 0.560975609756098 0.292682926829268 0.853658536585366 "Time3_4" "Ruzicka"
"Life Sciences & Biomedicine - Other Topics" 0.211949685534591 0.291194968553459 0.50314465408805 "Time3_4" "Ruzicka"
"Limnology" 0.268993839835729 0.283367556468172 0.552361396303901 "Time3_4" "Ruzicka"
"Literature" 0.5 0.5 1 "Time3_4" "Ruzicka"
"Management" 0.136363636363636 0.727272727272727 0.863636363636364 "Time3_4" "Ruzicka"
"Marine & Freshwater Biology" 0.235759125784701 0.273657289002558 0.509416414787259 "Time3_4" "Ruzicka"
"Materials Science" 0.121951219512195 0.48780487804878 0.609756097560976 "Time3_4" "Ruzicka"
"Mathematical & Computational Biology" 0.0841423948220065 0.524271844660194 0.608414239482201 "Time3_4" "Ruzicka"
"Mathematical Methods In Social Sciences" 0.625 0 0.625 "Time3_4" "Ruzicka"
"Mathematics" 0.264423076923077 0.278846153846154 0.543269230769231 "Time3_4" "Ruzicka"
"Mechanics" 0.3 0.7 1 "Time3_4" "Ruzicka"
"Medical Subscience" 0.166666666666667 0.458333333333333 0.625 "Time3_4" "Ruzicka"
"Medicine, General & Internal" 0.545454545454545 0.363636363636364 0.909090909090909 "Time3_4" "Ruzicka"
"Medicine, Legal" 0.560975609756098 0.292682926829268 0.853658536585366 "Time3_4" "Ruzicka"
"Medicine, Research & Experimental" 0.326732673267327 0.227722772277228 0.554455445544555 "Time3_4" "Ruzicka"
"Meteorology & Atmospheric Sciences" 0.416149068322981 0.229813664596273 0.645962732919255 "Time3_4" "Ruzicka"
"Microbiology" 0.167708557878853 0.225910756628584 0.393619314507437 "Time3_4" "Ruzicka"
"Microscopy" 0.222222222222222 0.611111111111111 0.833333333333333 "Time3_4" "Ruzicka"
"Mineralogy" 0.25 0.5 0.75 "Time3_4" "Ruzicka"
"Mining & Mineral Processing" 0.857142857142857 0.142857142857143 1 "Time3_4" "Ruzicka"
"Multidisciplinary Sciences" 0.187869822485207 0.272189349112426 0.460059171597633 "Time3_4" "Ruzicka"
"Mycology" 0.19969512195122 0.240853658536585 0.440548780487805 "Time3_4" "Ruzicka"
"Nanoscience & Nanotechnology" 0.0833333333333333 0.666666666666667 0.75 "Time3_4" "Ruzicka"
"Neurosciences" 0.397959183673469 0.219387755102041 0.61734693877551 "Time3_4" "Ruzicka"
"Nuclear Science & Technology" 0.75 0.25 1 "Time3_4" "Ruzicka"
"Nutrition & Dietetics" 0.314285714285714 0.4 0.714285714285714 "Time3_4" "Ruzicka"
"Obstetrics & Gynecology" 0.285714285714286 0.571428571428571 0.857142857142857 "Time3_4" "Ruzicka"
"Oceanography" 0.252032520325203 0.260975609756098 0.513008130081301 "Time3_4" "Ruzicka"
"Oncology" 0.295302013422819 0.275167785234899 0.570469798657718 "Time3_4" "Ruzicka"
"Operations Research & Management Science" 0.396825396825397 0.412698412698413 0.80952380952381 "Time3_4" "Ruzicka"
"Optics" 0.157894736842105 0.736842105263158 0.894736842105263 "Time3_4" "Ruzicka"
"Ornithology" 0.145015105740181 0.329305135951662 0.474320241691843 "Time3_4" "Ruzicka"
"Paleontology" 0.251621271076524 0.259403372243839 0.511024643320363 "Time3_4" "Ruzicka"
"Parasitology" 0.242902208201893 0.285488958990536 0.528391167192429 "Time3_4" "Ruzicka"
"Pathology" 0.366906474820144 0.237410071942446 0.60431654676259 "Time3_4" "Ruzicka"
"Pediatrics" 0.4 0.45 0.85 "Time3_4" "Ruzicka"
"Peripheral Vascular Disease" 0.5 0.375 0.875 "Time3_4" "Ruzicka"
"Pharmacology & Pharmacy" 0.17156862745098 0.267156862745098 0.438725490196078 "Time3_4" "Ruzicka"
"Physical Geography" 0.213995117982099 0.296175752644426 0.510170870626526 "Time3_4" "Ruzicka"
"Physics" 0.288461538461538 0.442307692307692 0.730769230769231 "Time3_4" "Ruzicka"
"Physiology" 0.429268292682927 0.195121951219512 0.624390243902439 "Time3_4" "Ruzicka"
"Planning & Development" 0.23728813559322 0.338983050847458 0.576271186440678 "Time3_4" "Ruzicka"
"Plant Sciences" 0.244180031039834 0.213829970684601 0.458010001724435 "Time3_4" "Ruzicka"
"Political Science" 0.166666666666667 0.583333333333333 0.75 "Time3_4" "Ruzicka"
"Polymer Science" 0.181818181818182 0.727272727272727 0.909090909090909 "Time3_4" "Ruzicka"
"Psychiatry" 0.578947368421053 0.421052631578947 1 "Time3_4" "Ruzicka"
"Psychology" 0.2 0.575 0.775 "Time3_4" "Ruzicka"
"Public Administration" 0.128205128205128 0.448717948717949 0.576923076923077 "Time3_4" "Ruzicka"
"Public, Environmental & Occupational Health" 0.294915254237288 0.277966101694915 0.572881355932203 "Time3_4" "Ruzicka"
"Radiology, Nuclear Medicine & Medical Imaging" 0.428571428571429 0.285714285714286 0.714285714285714 "Time3_4" "Ruzicka"
"Remote Sensing" 0.202312138728324 0.439306358381503 0.641618497109827 "Time3_4" "Ruzicka"
"Reproductive Biology" 0.25974025974026 0.376623376623377 0.636363636363636 "Time3_4" "Ruzicka"
"Research & Experimental Medicine" 0.326732673267327 0.227722772277228 0.554455445544555 "Time3_4" "Ruzicka"
"Respiratory System" 0.45 0.4 0.85 "Time3_4" "Ruzicka"
"Robotics" 0.305555555555556 0.583333333333333 0.888888888888889 "Time3_4" "Ruzicka"
"Science & Technology - Other Topics" 0.182803468208092 0.280346820809249 0.463150289017341 "Time3_4" "Ruzicka"
"Social Sciences" 0.295774647887324 0.154929577464789 0.450704225352113 "Time3_4" "Ruzicka"
"Sociology" 0.0606060606060606 0.484848484848485 0.545454545454545 "Time3_4" "Ruzicka"
"Soil Science" 0.40625 0.25 0.65625 "Time3_4" "Ruzicka"
"Spectroscopy" 0.666666666666667 0.166666666666667 0.833333333333333 "Time3_4" "Ruzicka"
"Sport Sciences" 0.454545454545455 0.454545454545455 0.909090909090909 "Time3_4" "Ruzicka"
"Statistics & Probability" 0.307017543859649 0.271929824561404 0.578947368421053 "Time3_4" "Ruzicka"
"Substance Abuse" 0.75 0.25 1 "Time3_4" "Ruzicka"
"Surgery" 0.5 0.3125 0.8125 "Time3_4" "Ruzicka"
"Telecommunications" 0.142857142857143 0.69047619047619 0.833333333333333 "Time3_4" "Ruzicka"
"Thermodynamics" 0.25 0.625 0.875 "Time3_4" "Ruzicka"
"Toxicology" 0.30859375 0.265625 0.57421875 "Time3_4" "Ruzicka"
"Transplantation" 0.714285714285714 0.0952380952380952 0.80952380952381 "Time3_4" "Ruzicka"
"Transportation" 0.25 0.5 0.75 "Time3_4" "Ruzicka"
"Tropical Medicine" 0.200913242009132 0.328767123287671 0.529680365296804 "Time3_4" "Ruzicka"
"Urban Studies" 0.242424242424242 0.406060606060606 0.648484848484848 "Time3_4" "Ruzicka"
"Veterinary Sciences" 0.12540192926045 0.446945337620579 0.572347266881029 "Time3_4" "Ruzicka"
"Virology" 0.161443494776828 0.310541310541311 0.471984805318139 "Time3_4" "Ruzicka"
"Water Resources" 0.367088607594937 0.19620253164557 0.563291139240506 "Time3_4" "Ruzicka"
"Zoology" 0.179558011049724 0.299921073401736 0.47947908445146 "Time3_4" "Ruzicka"
